NA	0.81876	0.808695	0.841331	0.842387	0.846799	0.819344	0.764239	0.805458
0.0104387	NA	0.664971	0.863804	0.862933	0.796269	0.837458	0.727944	0.765397
0.0106527	0.00817488	NA	0.750116	0.731363	0.793421	0.757237	0.691997	0.742475
0.0106023	0.00969815	0.00886577	NA	0.728628	0.805473	0.845007	0.715132	0.73453
0.0105034	0.00948647	0.00849043	0.00773142	NA	0.808007	0.854423	0.725794	0.748549
0.0105986	0.00934156	0.00936042	0.00912276	0.00903721	NA	0.72704	0.624126	0.724055
0.0102504	0.0095	0.00900838	0.0091987	0.00914549	0.00806534	NA	0.434042	0.540678
0.00982373	0.00864833	0.00850014	0.00820681	0.00822061	0.00730943	0.00558397	NA	0.359432
0.010356	0.00900748	0.00911635	0.00846994	0.00851815	0.00819859	0.00628528	0.00495885	NA
